,County,2005,2006,2007,2008    ,2009,2010,2011,2012,2013,2014,State
911,Ellsworth County,3.9     ,3.3     ,3.4,3.3,4.2,4.7,4.1,3.5,3.4,3.0,KS
912,Finney County,4.1     ,3.5     ,3.4,3.5,4.4,4.6,4.3,4.5,4.3,3.4,KS
913,Ford County,3.6     ,3.2     ,3.2,3.0,3.5,4.2,4.3,3.9,4.0,3.8,KS
914,Franklin County,5.7     ,5.2     ,5.1,5.6,9.2,9.0,8.4,7.3,6.2,5.1,KS
915,Geary County,5.9     ,5.3     ,4.4,4.7,7.4,9.2,9.1,8.6,8.4,7.1,KS
916,Gove County,3.0     ,2.8     ,3.0,2.8,3.0,3.4,3.3,3.0,3.4,2.7,KS
917,Graham County,3.5     ,3.2     ,3.1,3.4,4.4,4.8,4.2,3.4,4.2,3.4,KS
918,Grant County,3.6     ,2.9     ,2.8,2.9,3.9,4.3,4.2,3.9,3.6,3.4,KS
919,Gray County,3.0     ,2.9     ,2.7,2.6,3.0,3.2,3.3,3.1,3.0,2.7,KS
920,Greeley County,4.0     ,3.1     ,3.3,3.8,3.8,3.4,3.1,3.1,2.4,2.1,KS
921,Greenwood County,5.3     ,4.6     ,4.6,5.3,6.6,7.6,6.6,5.6,5.4,4.5,KS
922,Hamilton County,3.3     ,3.3     ,3.4,3.4,3.9,3.1,2.8,2.7,2.9,2.3,KS
923,Harper County,3.7     ,3.2     ,3.0,3.2,5.1,6.3,5.7,4.3,4.1,3.7,KS
924,Harvey County,4.5     ,4.4     ,3.7,3.9,7.0,7.2,6.2,5.5,4.9,4.2,KS
925,Haskell County,3.1     ,2.9     ,2.9,2.7,3.3,3.6,3.5,3.4,2.9,2.6,KS
926,Hodgeman County,3.9     ,3.5     ,4.0,3.4,4.0,3.7,3.8,3.4,3.9,3.4,KS
927,Jackson County,5.8     ,5.3     ,5.5,5.8,7.0,6.2,6.0,5.7,5.1,4.2,KS
928,Jefferson County,5.2     ,4.8     ,5.0,5.3,7.6,7.5,7.1,6.1,5.8,4.9,KS
929,Jewell County,3.2     ,3.1     ,2.9,3.2,4.2,5.5,4.7,4.3,3.7,4.0,KS
930,Johnson County,4.6     ,4.1     ,4.1,4.6,6.5,6.1,5.4,4.6,4.3,3.8,KS
931,Kearny County,4.2     ,3.8     ,3.2,3.4,4.4,4.5,4.4,4.0,3.6,3.0,KS
932,Kingman County,4.2     ,3.7     ,3.4,3.3,5.6,6.9,6.3,6.1,5.4,3.9,KS
933,Kiowa County,3.5     ,2.9     ,4.7,3.4,3.5,5.2,4.2,3.8,3.4,3.4,KS
934,Labette County,6.5     ,5.3     ,4.9,5.3,8.6,9.5,9.1,8.0,7.2,5.9,KS
935,Lane County,3.6     ,3.5     ,3.6,3.7,3.3,4.2,4.6,4.7,3.5,3.2,KS
936,Leavenworth County,6.1     ,5.6     ,5.4,5.8,8.0,7.6,7.3,6.4,6.0,5.0,KS
937,Lincoln County,4.3     ,3.5     ,3.9,3.7,5.5,6.0,5.2,4.9,4.6,4.1,KS
938,Linn County,7.2     ,6.2     ,6.4,6.7,11.2,11.2,11.1,9.8,8.4,7.2,KS
939,Logan County,3.5     ,3.1     ,2.8,2.8,3.3,3.5,3.3,3.0,2.8,2.2,KS
940,Lyon County,4.6     ,4.2     ,4.1,5.9,6.1,6.7,6.4,5.8,7.2,5.2,KS
941,McPherson County,3.8     ,3.4     ,3.5,3.6,4.9,5.2,4.6,4.1,3.9,3.3,KS
942,Marion County,4.2     ,3.9     ,3.7,3.7,5.5,5.9,5.7,5.2,4.7,4.1,KS
943,Marshall County,3.7     ,3.5     ,3.2,3.7,5.6,5.1,4.7,4.2,3.9,3.2,KS
944,Meade County,3.6     ,3.1     ,2.9,3.0,3.8,4.2,3.7,3.4,3.1,2.6,KS
945,Miami County,5.1     ,4.6     ,4.7,5.1,8.2,7.6,7.1,6.3,5.6,4.7,KS
946,Mitchell County,3.8     ,3.5     ,3.5,3.3,4.6,4.8,3.6,3.0,2.9,3.3,KS
947,Montgomery County,5.8     ,4.6     ,4.9,5.6,9.8,10.6,9.9,7.8,6.8,5.8,KS
948,Morris County,5.0     ,4.3     ,4.9,4.8,7.0,6.8,6.7,6.2,5.5,4.4,KS
949,Morton County,3.5     ,2.8     ,2.7,2.8,4.2,4.3,3.7,3.7,4.0,4.0,KS
950,Nemaha County,3.7     ,3.3     ,3.1,3.1,4.1,4.3,3.9,3.6,3.5,2.9,KS
951,Neosho County,5.0     ,3.9     ,4.1,4.9,8.4,10.2,9.1,8.7,8.2,7.2,KS
952,Ness County,3.2     ,2.8     ,2.9,3.1,3.9,4.0,3.4,3.3,3.1,2.7,KS
953,Norton County,3.6     ,3.3     ,3.2,3.2,4.4,3.8,3.5,3.1,2.8,2.4,KS
954,Osage County,6.2     ,5.5     ,5.5,6.0,7.8,8.3,8.3,7.3,6.7,5.5,KS
955,Osborne County,3.8     ,3.5     ,3.8,3.4,4.4,4.9,4.5,4.3,4.3,3.8,KS
956,Ottawa County,4.5     ,3.5     ,3.8,3.7,5.6,6.0,5.8,5.4,4.5,4.1,KS
957,Pawnee County,3.8     ,3.3     ,3.1,3.2,3.8,4.7,4.6,4.1,4.4,3.8,KS
958,Phillips County,3.7     ,3.1     ,3.0,4.3,6.2,5.1,5.1,4.5,4.2,3.5,KS
959,Pottawatomie County,4.1     ,3.3     ,3.3,3.6,5.7,5.2,5.0,4.7,4.6,3.9,KS
960,Pratt County,3.5     ,3.0     ,3.1,3.5,5.0,5.6,5.1,4.5,4.0,3.3,KS
961,Rawlins County,4.0     ,3.3     ,3.6,3.5,3.9,3.5,3.5,2.7,2.8,2.5,KS
962,Reno County,5.0     ,4.5     ,4.2,4.1,5.8,6.4,6.1,5.5,5.3,4.4,KS
963,Republic County,4.1     ,3.6     ,3.2,3.1,4.2,4.3,3.8,3.8,3.4,3.0,KS
964,Rice County,4.6     ,4.1     ,3.9,3.8,5.0,5.4,5.2,4.5,4.3,3.6,KS
965,Riley County,3.7     ,3.3     ,3.1,3.5,4.4,5.0,4.8,4.4,4.2,3.7,KS
966,Rooks County,4.2     ,3.7     ,3.7,4.6,6.7,6.3,5.3,4.7,4.2,3.6,KS
967,Rush County,4.0     ,3.6     ,3.7,3.9,5.7,5.4,4.4,4.7,4.3,3.6,KS
968,Russell County,4.6     ,3.8     ,3.6,3.7,4.9,5.1,4.7,4.1,4.0,3.5,KS
969,Saline County,4.4     ,3.8     ,3.6,3.8,5.5,6.2,6.1,5.8,5.0,4.2,KS
970,Scott County,3.4     ,2.8     ,2.8,2.7,3.0,3.8,3.7,3.1,2.9,2.7,KS
971,Sedgwick County,5.5     ,4.6     ,4.2,4.5,8.4,8.8,8.0,6.9,6.2,5.4,KS
972,Seward County,3.9     ,3.3     ,3.4,3.1,4.9,4.9,4.6,4.1,4.1,3.5,KS
973,Shawnee County,5.5     ,4.8     ,4.6,5.0,6.5,7.0,6.8,6.2,5.8,4.8,KS
974,Sheridan County,2.8     ,2.9     ,2.8,2.6,2.8,3.4,3.2,2.8,2.7,2.6,KS
975,Sherman County,3.4     ,2.9     ,2.9,3.1,4.0,4.8,4.0,3.8,4.0,3.2,KS
976,Smith County,3.6     ,3.3     ,3.2,4.0,4.7,4.3,4.1,3.9,3.6,3.1,KS
977,Stafford County,3.9     ,3.5     ,3.7,3.7,5.2,5.1,5.1,4.7,4.4,3.7,KS
978,Stanton County,3.0     ,2.7     ,2.9,3.3,3.3,4.1,4.0,3.5,3.7,3.4,KS
979,Stevens County,4.0     ,3.4     ,3.3,3.4,4.8,4.2,4.0,3.5,3.0,2.9,KS
980,Sumner County,5.9     ,4.7     ,4.4,4.6,8.7,8.9,7.7,6.4,5.7,4.8,KS
981,Thomas County,3.1     ,2.9     ,3.0,3.1,3.7,4.0,3.7,3.5,3.5,2.9,KS
982,Trego County,3.3     ,3.0     ,3.3,3.0,3.7,4.7,4.7,4.3,3.7,3.1,KS
983,Wabaunsee County,4.5     ,3.7     ,4.0,4.5,7.2,6.5,6.3,5.4,5.1,4.1,KS
984,Wallace County,3.0     ,3.1     ,2.9,4.8,6.0,5.9,5.4,4.2,3.3,2.7,KS
985,Washington County,3.8     ,3.5     ,3.4,3.6,4.8,4.8,4.6,4.2,3.7,3.2,KS
986,Wichita County,3.5     ,3.0     ,3.0,3.2,3.4,3.4,3.8,5.3,3.6,2.8,KS
987,Wilson County,4.4     ,3.7     ,3.7,5.6,10.8,12.0,11.4,9.8,8.6,6.7,KS
988,Woodson County,6.4     ,5.0     ,5.2,5.7,8.5,7.9,6.8,6.3,6.3,5.3,KS
989,Wyandotte County,8.7     ,7.6     ,7.6,8.1,10.7,10.1,9.6,8.5,8.1,6.9,KS
990,Adair County,5.6     ,5.7     ,5.8,6.8,10.8,12.4,11.7,9.4,9.9,8.3,KY
991,Allen County,6.5     ,6.5     ,5.8,7.0,14.4,11.7,9.8,8.1,7.6,5.9,KY
992,Anderson County,4.8     ,5.2     ,5.0,6.4,10.4,9.6,8.3,6.9,6.5,5.3,KY
993,Ballard County,6.8     ,6.1     ,5.5,6.2,10.0,10.3,9.9,9.1,9.1,7.9,KY
994,Barren County,5.4     ,5.6     ,5.2,6.1,12.3,11.2,9.8,7.9,7.7,6.3,KY
995,Bath County,8.2     ,7.7     ,7.5,8.9,15.4,14.6,12.6,10.4,10.3,9.0,KY
996,Bell County,7.4     ,7.8     ,8.0,8.9,12.0,12.1,11.9,11.9,13.3,10.2,KY
997,Boone County,4.8     ,4.7     ,4.4,5.4,9.0,8.9,7.9,6.8,6.6,5.2,KY
998,Bourbon County,5.4     ,5.0     ,4.9,5.8,9.6,9.1,8.5,7.3,7.1,5.7,KY
999,Boyd County,5.9     ,5.5     ,5.2,5.9,8.4,10.2,10.1,9.1,9.1,7.4,KY
1000,Boyle County,6.6     ,6.7     ,6.0,6.7,11.3,11.2,10.7,9.0,8.9,7.0,KY
1001,Bracken County,6.3     ,5.7     ,6.0,7.2,11.2,11.4,10.7,9.4,9.7,7.8,KY
1002,Breathitt County,7.4     ,7.3     ,7.0,7.3,10.2,13.5,12.7,14.4,14.9,11.6,KY
1003,Breckinridge County,7.0     ,6.6     ,6.0,7.5,11.8,12.9,11.5,9.6,9.0,7.1,KY
1004,Bullitt County,5.7     ,5.9     ,5.6,7.0,10.8,10.6,9.9,8.1,7.4,5.9,KY
1005,Butler County,7.1     ,7.9     ,6.3,7.9,14.3,12.0,10.7,9.0,9.1,7.4,KY
1006,Caldwell County,5.9     ,5.2     ,5.3,6.5,10.0,10.5,9.5,8.2,8.0,6.5,KY
1007,Calloway County,5.6     ,5.7     ,5.4,5.8,8.3,8.1,7.5,7.1,7.3,5.7,KY
1008,Campbell County,5.4     ,5.1     ,5.0,6.0,10.0,9.1,8.4,7.0,6.7,5.2,KY
1009,Carlisle County,7.3     ,6.0     ,6.1,6.5,8.8,9.1,8.8,7.9,7.1,6.1,KY
1010,Carroll County,5.6     ,5.5     ,5.4,7.5,13.0,14.5,12.2,10.2,9.1,7.2,KY
1011,Carter County,8.3     ,7.6     ,7.1,8.2,12.5,14.1,13.8,12.4,12.7,10.8,KY
1012,Casey County,6.1     ,6.8     ,5.5,6.3,10.6,11.0,9.9,8.3,8.6,7.0,KY
1013,Christian County,7.0     ,6.6     ,6.3,8.3,12.3,11.7,10.8,9.3,9.5,7.6,KY
1014,Clark County,5.5     ,5.4     ,4.9,6.3,11.0,10.8,9.8,8.1,7.5,6.1,KY
1015,Clay County,8.5     ,10.0     ,10.6,10.4,13.7,14.5,15.0,14.0,14.3,11.5,KY
1016,Clinton County,6.4     ,5.9     ,5.2,6.5,9.4,11.0,11.3,10.8,10.5,9.1,KY
1017,Crittenden County,6.0     ,6.1     ,6.1,6.5,10.6,9.9,8.5,7.7,7.4,6.2,KY
1018,Cumberland County,7.9     ,7.3     ,6.9,7.8,12.8,11.8,11.0,10.8,10.7,7.6,KY
1019,Daviess County,5.8     ,5.3     ,4.8,5.7,9.3,9.3,8.3,6.9,6.9,5.7,KY
1020,Edmonson County,7.1     ,6.8     ,6.3,7.5,13.6,13.3,11.6,9.9,10.0,8.3,KY
1021,Elliott County,9.6     ,8.4     ,7.5,8.3,13.4,15.8,15.8,14.4,14.5,11.5,KY
1022,Estill County,7.1     ,6.5     ,6.4,7.8,12.5,13.5,12.4,9.9,9.6,7.5,KY
1023,Fayette County,4.5     ,4.3     ,4.0,4.8,7.8,7.4,6.8,5.9,5.8,4.8,KY
1024,Fleming County,6.0     ,6.5     ,6.4,7.2,12.3,11.5,10.6,9.1,9.5,7.9,KY
1025,Floyd County,7.0     ,6.4     ,6.5,6.7,10.9,13.5,11.1,11.5,13.2,10.3,KY
1026,Franklin County,4.6     ,4.6     ,4.5,5.8,8.9,8.7,7.9,6.7,6.6,5.4,KY
1027,Fulton County,7.4     ,7.6     ,7.5,7.6,12.7,11.5,12.5,11.3,10.8,8.4,KY
1028,Gallatin County,5.9     ,4.8     ,5.4,7.1,12.1,12.3,10.7,9.2,9.1,6.8,KY
1029,Garrard County,6.2     ,5.9     ,5.6,6.5,11.8,11.1,10.0,8.5,8.3,6.6,KY
1030,Grant County,5.5     ,5.4     ,5.5,7.0,11.5,11.8,10.6,9.0,8.2,6.5,KY
1031,Graves County,10.0     ,7.1     ,6.3,6.9,9.9,9.5,9.1,8.2,8.5,7.6,KY
1032,Grayson County,8.6     ,8.3     ,8.1,9.9,14.7,14.2,12.2,10.3,10.3,8.5,KY
1033,Green County,6.2     ,5.6     ,6.1,7.7,11.8,11.8,9.6,8.3,8.2,6.6,KY
1034,Greenup County,6.4     ,5.8     ,5.4,6.2,9.3,11.5,11.1,9.7,9.9,8.4,KY
1035,Hancock County,6.2     ,5.9     ,5.1,5.8,11.7,10.3,8.3,7.2,7.2,6.1,KY
1036,Hardin County,5.8     ,5.4     ,5.1,6.2,10.3,9.7,9.2,8.1,7.6,6.2,KY
1037,Harlan County,7.8     ,8.0     ,9.0,8.9,10.9,11.9,11.1,14.1,18.0,13.9,KY
1038,Harrison County,5.9     ,5.4     ,4.9,6.3,11.4,11.1,10.0,7.8,7.5,6.0,KY
1039,Hart County,6.5     ,6.3     ,5.3,6.6,10.3,10.4,9.8,8.2,7.8,6.4,KY
1040,Henderson County,5.4     ,5.1     ,5.0,6.1,10.6,10.3,8.9,7.5,7.5,6.1,KY
1041,Henry County,5.7     ,5.7     ,5.3,6.2,10.5,9.9,8.8,7.4,7.4,5.9,KY
1042,Hickman County,7.8     ,6.6     ,6.8,7.0,8.8,8.2,8.9,8.1,7.2,6.2,KY
1043,Hopkins County,5.9     ,5.8     ,5.9,7.3,9.2,9.7,8.4,7.7,7.9,6.4,KY
1044,Jackson County,7.5     ,9.9     ,13.6,11.3,16.4,14.1,13.5,11.8,11.6,11.5,KY
1045,Jefferson County,5.9     ,5.7     ,5.3,6.3,10.1,10.0,9.5,8.0,7.6,6.1,KY
1046,Jessamine County,4.7     ,4.7     ,4.4,5.5,9.1,8.5,7.8,6.7,6.5,5.3,KY
1047,Johnson County,6.7     ,6.5     ,6.1,6.9,10.3,12.6,10.8,10.1,10.9,9.3,KY
1048,Kenton County,5.0     ,5.0     ,4.8,5.9,9.9,9.8,8.8,7.4,7.0,5.6,KY
1049,Knott County,6.9     ,7.0     ,6.9,6.8,10.6,13.5,11.8,13.8,15.5,11.2,KY
1050,Knox County,6.4     ,6.8     ,6.7,7.6,11.6,13.5,13.2,12.8,13.0,10.0,KY
1051,Larue County,6.3     ,5.5     ,5.1,6.5,11.8,11.3,9.9,8.4,8.0,6.5,KY
1052,Laurel County,5.6     ,5.8     ,5.3,6.6,10.2,11.4,11.4,10.1,9.7,7.6,KY
1053,Lawrence County,8.0     ,8.3     ,7.8,8.6,11.8,13.6,11.6,10.6,11.2,9.6,KY
1054,Lee County,7.6     ,7.3     ,6.6,7.4,11.7,12.6,12.6,12.6,12.6,9.7,KY
1055,Leslie County,8.1     ,8.7     ,8.7,8.3,12.4,12.9,12.6,14.2,17.7,12.8,KY
1056,Letcher County,7.2     ,7.5     ,7.4,6.9,10.7,11.4,10.2,13.5,16.7,12.3,KY
1057,Lewis County,9.4     ,8.1     ,7.6,9.5,15.2,13.8,13.0,11.6,12.2,9.7,KY
1058,Lincoln County,6.9     ,7.1     ,6.5,7.5,12.6,12.8,12.2,10.3,10.7,8.7,KY
1059,Livingston County,5.8     ,6.1     ,5.4,6.1,9.9,12.0,10.9,9.5,9.6,8.1,KY
1060,Logan County,6.4     ,5.8     ,5.3,6.3,10.9,9.9,8.9,7.5,7.1,5.7,KY
1061,Lyon County,7.3     ,6.7     ,6.4,7.6,12.3,11.6,10.3,9.1,8.2,6.9,KY
1062,McCracken County,5.8     ,5.3     ,4.9,5.8,8.8,9.1,8.5,7.9,7.9,7.1,KY
1063,McCreary County,8.7     ,10.1     ,9.0,9.6,14.0,14.5,14.6,13.2,13.1,10.7,KY
1064,McLean County,7.2     ,7.5     ,5.8,7.1,10.5,10.2,8.8,7.7,7.8,6.5,KY
1065,Madison County,4.9     ,4.8     ,4.7,5.5,9.1,8.5,7.8,6.7,6.6,5.4,KY
1066,Magoffin County,11.7     ,10.2     ,10.4,10.7,18.4,20.5,17.1,17.1,17.6,14.0,KY
1067,Marion County,5.7     ,5.2     ,5.1,6.4,13.2,12.6,10.8,8.8,8.0,6.5,KY
1068,Marshall County,6.5     ,6.1     ,5.8,6.3,10.6,10.5,9.3,8.1,8.2,6.8,KY
1069,Martin County,7.7     ,7.4     ,7.8,7.6,11.3,10.3,9.0,9.2,9.9,9.1,KY
1070,Mason County,6.3     ,5.2     ,4.6,6.0,10.8,11.3,10.2,9.2,9.8,7.8,KY
1071,Meade County,7.0     ,6.4     ,6.0,7.7,12.9,11.8,11.2,9.8,9.0,7.0,KY
1072,Menifee County,8.1     ,8.5     ,8.5,9.9,16.4,15.5,14.0,11.6,12.1,9.9,KY
1073,Mercer County,5.8     ,5.8     ,5.2,6.3,11.3,11.2,10.3,8.2,7.9,6.2,KY
1074,Metcalfe County,5.6     ,5.5     ,5.6,7.0,15.6,13.3,11.2,7.9,7.8,6.1,KY
1075,Monroe County,6.4     ,6.2     ,6.8,8.3,13.9,10.7,9.0,7.2,7.2,5.6,KY
1076,Montgomery County,6.9     ,6.0     ,5.8,7.4,12.4,12.2,11.1,8.8,8.4,7.5,KY
1077,Morgan County,9.6     ,8.7     ,8.7,9.7,13.6,13.0,11.0,10.6,10.7,9.4,KY
1078,Muhlenberg County,8.6     ,9.1     ,7.9,8.5,10.8,10.9,10.2,9.8,9.3,7.6,KY
1079,Nelson County,6.3     ,5.8     ,5.8,7.3,12.4,11.2,10.6,8.3,7.6,6.1,KY
1080,Nicholas County,9.5     ,6.7     ,6.3,7.3,12.2,10.1,9.1,8.3,8.9,8.0,KY
1081,Ohio County,6.5     ,6.0     ,5.2,6.4,9.7,11.2,9.7,8.5,9.0,7.6,KY
1082,Oldham County,4.8     ,4.9     ,4.8,5.6,8.3,7.5,6.9,5.9,5.7,4.8,KY
1083,Owen County,5.8     ,5.5     ,5.0,6.5,9.8,8.4,7.6,6.5,6.4,5.1,KY
1084,Owsley County,7.7     ,8.2     ,9.2,8.0,10.5,13.3,13.1,12.8,12.7,10.3,KY
1085,Pendleton County,5.7     ,5.6     ,5.8,7.7,12.3,12.3,10.8,8.8,8.4,6.7,KY
1086,Perry County,7.1     ,6.9     ,7.0,6.8,10.7,11.7,10.4,12.5,14.0,10.3,KY
1087,Pike County,6.2     ,5.9     ,5.9,5.8,9.6,10.4,9.1,9.6,11.8,10.5,KY
1088,Powell County,7.7     ,7.2     ,6.6,8.6,15.5,15.5,12.9,10.9,10.7,8.6,KY
1089,Pulaski County,6.0     ,6.5     ,5.9,6.7,10.3,10.6,10.6,9.4,9.2,7.4,KY
1090,Robertson County,7.0     ,5.3     ,4.8,6.1,9.9,11.6,11.1,10.1,10.6,7.7,KY
1091,Rockcastle County,7.1     ,6.8     ,6.6,7.3,13.2,11.2,11.4,10.2,9.1,7.4,KY
1092,Rowan County,5.8     ,5.7     ,5.3,6.0,9.1,10.1,9.4,8.2,8.2,7.0,KY
1093,Russell County,6.6     ,6.5     ,6.1,7.3,12.0,12.8,11.6,10.2,11.4,10.0,KY
1094,Scott County,4.9     ,4.7     ,4.4,5.4,9.6,8.7,8.0,6.6,6.1,5.0,KY
1095,Shelby County,5.2     ,5.2     ,4.7,5.7,9.4,8.9,7.9,6.2,6.1,5.0,KY
1096,Simpson County,5.6     ,5.7     ,5.1,6.4,12.9,13.0,11.0,8.5,7.5,5.8,KY
1097,Spencer County,5.3     ,6.0     ,6.0,7.3,10.3,9.9,9.1,7.1,6.5,5.3,KY
1098,Taylor County,5.3     ,4.7     ,5.3,6.1,10.4,12.3,10.7,9.4,9.1,7.4,KY
1099,Todd County,6.5     ,9.5     ,6.5,7.1,11.9,10.0,8.7,7.7,7.5,5.5,KY
1100,Trigg County,6.6     ,5.7     ,5.8,7.7,15.4,14.1,11.2,9.2,8.9,6.9,KY
1101,Trimble County,6.4     ,6.7     ,6.2,7.3,11.7,12.9,11.3,8.9,8.2,7.2,KY
1102,Union County,6.0     ,5.9     ,5.5,6.5,11.4,9.7,8.9,7.7,7.7,6.4,KY
1103,Warren County,4.9     ,4.8     ,4.3,5.4,9.9,9.2,8.2,6.9,6.9,5.6,KY
1104,Washington County,6.0     ,5.8     ,5.6,7.2,13.0,10.1,9.3,7.6,7.1,5.5,KY
1105,Wayne County,6.1     ,6.7     ,6.5,8.3,13.8,14.1,14.2,13.0,11.9,9.9,KY
1106,Webster County,5.0     ,5.1     ,5.8,6.3,9.6,9.5,8.0,7.1,7.2,5.6,KY
1107,Whitley County,6.0     ,6.1     ,6.4,7.3,11.3,12.6,12.0,10.6,10.5,8.7,KY
1108,Wolfe County,10.0     ,9.4     ,9.7,9.8,13.4,16.4,14.8,14.2,14.2,11.3,KY
1109,Woodford County,4.2     ,4.2     ,3.9,4.8,8.2,7.3,6.5,5.4,5.3,4.5,KY
1110,Acadia Parish,6.1     ,3.6     ,3.8,4.2,6.5,7.3,6.7,6.0,6.0,5.7,LA
1111,Allen Parish,9.7     ,5.2     ,5.7,6.2,9.4,9.8,9.2,8.1,7.7,7.2,LA
1112,Ascension Parish,6.5     ,4.1     ,4.0,4.4,5.9,7.5,7.1,6.2,5.6,5.4,LA
1113,Assumption Parish,9.9     ,5.5     ,4.7,5.8,8.0,11.6,12.1,9.7,8.1,7.6,LA
1114,Avoyelles Parish,8.3     ,5.1     ,5.2,6.0,7.5,8.4,8.5,7.7,7.4,7.3,LA
1115,Beauregard Parish,7.5     ,4.5     ,4.9,5.5,7.9,7.9,8.2,7.6,7.4,6.8,LA
1116,Bienville Parish,7.4     ,5.0     ,5.5,6.5,9.6,10.0,10.1,8.9,8.4,7.8,LA
1117,Bossier Parish,5.4     ,3.8     ,4.1,4.5,6.0,6.1,5.9,5.8,6.1,5.8,LA
1118,Caddo Parish,6.1     ,4.6     ,5.2,5.7,7.7,8.1,7.9,7.7,7.9,7.4,LA
1119,Calcasieu Parish,7.5     ,3.9     ,4.1,4.5,6.3,8.0,7.7,6.9,6.5,5.9,LA
1120,Caldwell Parish,7.3     ,4.3     ,4.8,5.2,9.5,10.8,10.0,8.7,8.0,7.6,LA
1121,Cameron Parish,5.8     ,3.7     ,3.7,4.4,5.9,6.3,5.8,5.3,5.4,4.8,LA
1122,Catahoula Parish,8.4     ,5.7     ,5.8,6.8,10.2,10.3,10.3,8.9,8.4,8.1,LA
1123,Claiborne Parish,6.4     ,4.8     ,5.5,6.3,9.4,8.7,8.4,7.6,7.6,7.6,LA
1124,Concordia Parish,10.7     ,6.5     ,6.1,7.4,11.1,9.9,9.7,9.0,8.7,8.7,LA
1125,De Soto Parish,6.9     ,5.0     ,5.8,7.2,8.5,8.8,8.5,9.1,8.8,8.1,LA
1126,East Baton Rouge Parish,6.9     ,4.4     ,4.1,4.7,6.2,7.6,7.6,6.8,6.2,5.8,LA
1127,East Carroll Parish,13.3     ,8.5     ,9.7,10.5,13.0,17.7,18.2,20.3,17.0,14.8,LA
1128,East Feliciana Parish,6.8     ,4.9     ,4.8,5.4,7.2,8.3,8.6,7.7,7.0,6.5,LA
1129,Evangeline Parish,7.2     ,4.7     ,5.1,5.4,7.9,8.6,8.5,7.5,6.8,6.7,LA
1130,Franklin Parish,9.1     ,6.5     ,6.7,7.6,10.8,11.1,11.7,10.5,10.1,9.5,LA
1131,Grant Parish,6.3     ,4.2     ,4.7,5.3,7.8,8.5,8.4,7.9,7.3,7.1,LA
1132,Iberia Parish,6.7     ,3.8     ,3.7,4.3,6.9,8.6,7.9,6.8,6.5,6.3,LA
1133,Iberville Parish,9.0     ,6.3     ,5.9,6.9,9.5,10.0,10.4,9.5,8.4,7.8,LA
1134,Jackson Parish,6.0     ,4.3     ,4.4,4.9,7.7,7.3,7.5,6.9,6.7,6.0,LA
1135,Jefferson Parish,N.A.,N.A.,3.6,4.5,6.3,7.4,7.2,6.7,6.3,6.0,LA
1136,Jefferson Davis Parish,6.2     ,3.4     ,3.5,4.0,5.8,7.5,7.2,6.5,6.2,5.9,LA
1137,Lafayette Parish,5.2     ,3.2     ,3.0,3.4,5.1,6.2,6.0,5.1,5.0,4.9,LA
1138,Lafourche Parish,6.0     ,3.2     ,2.9,3.5,4.6,6.1,6.2,5.3,5.0,4.8,LA
1139,LaSalle Parish,5.4     ,3.6     ,3.8,4.0,6.8,6.5,5.8,5.1,5.0,5.1,LA
1140,Lincoln Parish,6.9     ,4.8     ,4.9,5.5,7.4,8.7,9.3,8.7,8.2,7.8,LA
1141,Livingston Parish,5.9     ,4.1     ,3.9,4.4,6.1,7.5,7.3,6.4,5.9,5.5,LA
1142,Madison Parish,9.2     ,6.3     ,6.7,7.9,9.4,12.0,12.7,12.1,11.1,11.3,LA
1143,Morehouse Parish,9.2     ,6.7     ,8.1,9.0,14.5,15.4,14.5,13.2,12.5,11.3,LA
1144,Natchitoches Parish,6.9     ,4.6     ,5.1,6.1,8.1,9.0,9.2,9.0,8.5,8.0,LA
1145,Orleans Parish,N.A.,N.A.,5.1,6.0,7.9,8.7,8.7,8.0,7.4,7.0,LA
1146,Ouachita Parish,6.1     ,4.2     ,5.0,5.2,7.0,8.3,8.3,7.8,7.2,7.0,LA
1147,Plaquemines Parish,N.A.,N.A.,3.9,4.7,6.5,6.1,6.4,6.0,5.7,5.7,LA
1148,Pointe Coupee Parish,8.9     ,5.0     ,4.7,5.3,6.9,8.7,9.2,8.3,7.6,7.0,LA
1149,Rapides Parish,6.2     ,4.1     ,4.2,4.6,6.4,7.6,7.7,7.1,6.9,6.7,LA
1150,Red River Parish,8.9     ,6.3     ,6.6,7.8,9.5,8.5,7.8,7.4,7.6,7.3,LA
1151,Richland Parish,7.8     ,5.3     ,6.3,6.6,9.7,11.0,10.9,9.7,9.4,8.5,LA
1152,Sabine Parish,6.1     ,3.9     ,4.5,5.0,8.1,7.3,7.2,7.0,6.8,6.6,LA
1153,St. Bernard Parish,N.A.,N.A.,4.3,4.5,6.2,8.3,8.5,8.0,7.3,6.9,LA
1154,St. Charles Parish,N.A.,N.A.,3.8,4.7,6.5,7.4,7.3,6.6,6.3,6.1,LA
1155,St. Helena Parish,14.1     ,7.9     ,7.5,8.9,10.8,13.1,13.8,12.2,11.4,9.9,LA
1156,St. James Parish,10.6     ,6.7     ,6.9,7.5,9.3,11.7,12.2,10.2,9.3,8.5,LA
1157,St. John the Baptist Parish,N.A.,N.A.,5.0,6.1,8.6,10.6,10.6,9.2,8.4,7.8,LA
1158,St. Landry Parish,7.2     ,4.5     ,4.6,5.3,7.4,9.6,9.3,8.2,7.7,7.6,LA
